Input_Set,Lookback,Horizon,MAE,RMSE,MAPE,sMAPE,NRMSE,Directional_Accuracy,AUHE,Train_Time_sec,Inference_Time_sec,Num_Parameters,Model_Size_MB,FLOPs
w/o_Copper_Lead_Nickel_Tin,10,5,46.8105583190918,61.77668562426079,1.8839435651898384,1.8982019275426865,0.053602328683186984,0.47598125366139427,7.551609072834253,102.0783634185791,0.0003178311650958976,4325,0.016498565673828125,7760.0
w/o_Copper_Lead_Nickel_Zinc,10,5,44.25352478027344,58.56712103233029,1.799703761935234,1.8030168488621712,0.05081745735218102,0.47510251903925016,7.214824389666319,89.90655589103699,0.00031569272846987097,4325,0.016498565673828125,7760.0
w/o_Copper_Nickel_Tin_Zinc,10,5,42.849342346191406,56.316044127511965,1.743210293352604,1.7499620094895363,0.04886424629393468,0.48301113063854717,6.9920731242746115,117.09606552124023,0.0003198212446265828,4325,0.016498565673828125,7760.0
w/o_Lead_Tin_Zinc,10,5,42.536842346191406,55.68307624825293,1.732579618692398,1.73709224909544,0.04831503249559378,0.47510251903925016,6.953538814559579,117.8988721370697,0.00031702130989309286,4325,0.016498565673828125,11632.0
w/o_Lead_Nickel_Tin,10,5,48.833438873291016,63.94002965731346,1.968575082719326,1.9816963002085686,0.0554794179126135,0.47393087287639135,7.90060949511826,83.46860551834106,0.00031900894589514896,4325,0.016498565673828125,11632.0
w/o_Lead_Nickel_Zinc,10,5,41.86408233642578,54.470320993552306,1.7160341143608093,1.714339293539524,0.047262751978545244,0.4932630345635618,6.885684560984373,124.32427716255188,0.00031865463424392184,4325,0.016498565673828125,11632.0
w/o_Nickel_Tin_Zinc,10,5,47.73855972290039,62.79080004516983,1.932154968380928,1.9442642107605934,0.05448225439241285,0.47656707674282367,7.74897956289351,92.32040095329285,0.0003254849949134391,4325,0.016498565673828125,11632.0
w/o_Copper_Lead_Tin,10,5,42.2108154296875,55.507343528103334,1.7155235633254051,1.7222121357917786,0.04816255383274298,0.4724663151728178,6.888656597584486,141.88956594467163,0.0003254808060072177,4325,0.016498565673828125,11632.0
w/o_Copper_Lead_Zinc,10,5,41.700294494628906,54.553693447373476,1.7030512914061546,1.7045721411705017,0.04733509055445868,0.4935559461042765,6.8400276359170675,117.98364853858948,0.0003264966157659081,4325,0.016498565673828125,11632.0
w/o_Copper_Tin_Zinc,10,5,46.40721130371094,60.55955512383554,1.878299005329609,1.88821479678154,0.052546251673501854,0.471294669009959,7.521901419386268,89.14528203010559,0.00032578834153897243,4325,0.016498565673828125,11632.0
w/o_Copper_Lead_Nickel,10,5,41.74290084838867,54.92876245932089,1.7025545239448547,1.7065556719899178,0.04766053305272163,0.48213239601640306,6.836815876886249,99.45118546485901,0.0003250503958929685,4325,0.016498565673828125,11632.0
w/o_Copper_Nickel_Tin,10,5,43.87821960449219,58.007393201346545,1.7746822908520699,1.7861111089587212,0.05033179425882927,0.47539543057996486,7.119360938668251,112.39463877677917,0.0003255890194179373,4325,0.016498565673828125,11632.0
w/o_Copper_Nickel_Zinc,10,5,46.05455780029297,60.52815839742999,1.8681127578020096,1.8765274435281754,0.05251901092860286,0.4844756883421207,7.503831712529063,89.07771611213684,0.000324705858356258,4325,0.016498565673828125,11632.0
w/o_Lead_Tin,10,5,46.17631149291992,60.487836135147866,1.8630268052220345,1.8763670697808266,0.05248402163160076,0.4774458113649678,7.473184634000063,116.76764369010925,0.0003314601205627531,4325,0.016498565673828125,15696.0
w/o_Lead_Zinc,10,5,42.11804962158203,55.255302347376585,1.714814081788063,1.7195617780089378,0.0479438632791316,0.48096074985354426,6.876044534146786,141.47133255004883,0.00031924492094562135,4325,0.016498565673828125,15696.0
w/o_Tin_Zinc,10,5,44.8125,57.55353316424197,1.841677911579609,1.8387572839856148,0.049937988413647265,0.4721734036321031,7.371978694573045,108.57989931106567,0.0003185132586589495,4325,0.016498565673828125,15696.0
w/o_Lead_Nickel,10,5,44.205875396728516,57.72212530737239,1.8003461882472038,1.804954744875431,0.05008427419269417,0.4856473345049795,7.220050226897001,96.13310432434082,0.0003191307732510881,4325,0.016498565673828125,15696.0
w/o_Nickel_Tin,10,5,43.038368225097656,56.27332849583362,1.7596065998077393,1.7609961330890656,0.04882718166922278,0.47334504979496195,7.046509720385075,97.34113645553589,0.0003185355994921303,4325,0.016498565673828125,15696.0
w/o_Nickel_Zinc,10,5,40.8771858215332,53.78308847090087,1.6689304262399673,1.6714969649910927,0.046666454389658996,0.4710017574692443,6.697665760293603,150.53205156326294,0.00031762625776656726,4325,0.016498565673828125,15696.0
w/o_Copper_Lead,10,5,43.54842758178711,57.25890990642308,1.7636500298976898,1.7734671011567116,0.04968235239289584,0.4721734036321031,7.0792753249406815,128.04450583457947,0.00032725690224509287,4325,0.016498565673828125,15696.0
w/o_Copper_Tin,10,5,46.696678161621094,60.85026608662036,1.8921701237559319,1.9012520089745522,0.05279849501338797,0.46983011130638547,7.590220822021365,78.95292139053345,0.00032742934555120734,4325,0.016498565673828125,15696.0
w/o_Copper_Zinc,10,5,43.65446472167969,57.08807528585764,1.7681680619716644,1.7767677083611488,0.049534120373508635,0.47363796133567665,7.094470737501979,141.9460208415985,0.0003262574990357696,4325,0.016498565673828125,15696.0
w/o_Copper_Nickel,10,5,42.543174743652344,55.89655231359869,1.7265357077121735,1.7338452860713005,0.04850026294104185,0.47451669595782076,6.927605578675866,120.12423348426819,0.00031997413970366405,4325,0.016498565673828125,15696.0
w/o_Lead,10,5,43.67580795288086,57.092565498112364,1.7843730747699738,1.7854543402791023,0.049538016164121776,0.4844756883421207,7.161895697936416,91.16647934913635,0.0003181156616434346,4325,0.016498565673828125,19952.0
w/o_Tin,10,5,43.94114303588867,57.88123447791607,1.7759375274181366,1.7886834219098091,0.05022232816948546,0.4710017574692443,7.127430196851492,151.87132692337036,0.00032721361688080504,4325,0.016498565673828125,19952.0
w/o_Zinc,10,5,44.768707275390625,58.764071203866784,1.8063727766275406,1.8187040463089943,0.050988349169815914,0.47363796133567665,7.243894645944238,123.35447096824646,0.0003261356716798305,4325,0.016498565673828125,19952.0
w/o_Nickel,10,5,44.03741455078125,58.110799256544176,1.7813971266150475,1.7931926995515823,0.05042151660050328,0.47012302284710017,7.1498023346066475,98.30011582374573,0.00032348165051305274,4325,0.016498565673828125,19952.0
w/o_Copper,10,5,42.91809844970703,56.478224077266056,1.741468906402588,1.7496267333626747,0.04900496807636249,0.47012302284710017,6.989938905462623,132.91597533226013,0.0003187527244646064,4325,0.016498565673828125,19952.0
FULL,10,5,40.91607666015625,53.8015219093812,1.66978407651186,1.6719415783882141,0.04668244798374793,0.4718804920913884,6.70386478304863,175.33003950119019,0.00033196348746035843,4325,0.016498565673828125,24400.0
w/o_Copper_Lead_Nickel_Tin_Zinc,10,10,62.91864013671875,81.80097142321263,2.5439752265810966,2.556786499917507,0.07097698219944748,0.48306203255609326,22.974359849467874,72.23383641242981,0.0003267781825359266,4410,0.01682281494140625,4160.0
w/o_Lead_Nickel_Tin_Zinc,10,10,56.391475677490234,76.00266301358295,2.3073870688676834,2.310197614133358,0.06594591120059987,0.4917143276140197,20.843514753505588,63.523964405059814,0.00032626883375330056,4410,0.01682281494140625,7840.0
w/o_Copper_Lead_Tin_Zinc,10,10,66.68797302246094,86.02238705255016,2.698786184191704,2.7180220931768417,0.0746398131397437,0.4887813462384514,24.364073388278484,59.29740571975708,0.0003171120920488911,4410,0.01682281494140625,7840.0
